modelo,config,query_id,P@10,R@10,AP,NDCG@10
vetorial,nada,165,0.2,1.0,0.30952380952380953,0.5109559939712153
vetorial,nada,166,0.0,0.0,0.015896767014427077,0.0
vetorial,nada,167,0.1,0.5,0.10250000000000001,0.22206143322439892
vetorial,nada,168,0.1,0.5,0.1012531328320802,0.23719771276929622
vetorial,nada,169,0.2,0.5,0.16807264373053846,0.3191471544989227
vetorial,nada,170,0.5,0.8333333333333334,0.708495670995671,0.811914158088698
vetorial,nada,171,0.2,0.6666666666666666,0.4797979797979797,0.6440632099725021
vetorial,nada,172,0.4,1.0,0.7708333333333333,0.8867092006906816
vetorial,nada,173,0.2,1.0,0.5833333333333333,0.6934264036172708
vetorial,nada,174,0.0,0.0,0.040748077985742814,0.0
vetorial,nada,175,0.1,0.2,0.06773566153626376,0.16094346524940684
vetorial,nada,176,0.1,0.14285714285714285,0.06080385760914723,0.10458082268679351
vetorial,nada,177,0.3,0.6,0.5533333333333335,0.4834883663853112
vetorial,nada,178,0.2,0.5,0.5265151515151515,0.807423638286933
vetorial,nada,179,0.2,0.5,0.17012080349041486,0.3191471544989227
vetorial,nada,180,0.3,0.42857142857142855,0.28369609402107704,0.28251820369288433
vetorial,nada,181,0.1,0.2,0.12597282722282724,0.12456638455037519
vetorial,nada,182,0.2,1.0,0.5,0.6433224083306327
vetorial,nada,183,0.7,0.5384615384615384,0.5335964369567384,0.6509715429169093
vetorial,nada,184,0.2,0.2857142857142857,0.18833943833943836,0.2271928962669731
vetorial,nada,185,0.6,0.6666666666666666,0.7327940577940577,0.732037587176885
vetorial,nada,186,0.3,0.1875,0.16745489280490253,0.36211082347570717
vetorial,nada,187,0.1,0.16666666666666666,0.12406233805623533,0.15992002911428893
vetorial,nada,188,0.4,0.36363636363636365,0.3257496087710198,0.5204543482798325
vetorial,nada,189,0.0,0.0,0.07729394831021717,0.0
vetorial,nada,190,0.3,0.6,0.5768115942028985,0.592487619389964
vetorial,nada,191,0.4,0.3076923076923077,0.3445681725093489,0.21327502725482098
vetorial,nada,192,0.2,0.5,0.21776729559748426,0.31834121936641585
vetorial,nada,193,0.6,0.6666666666666666,0.7025688431938432,0.5563009328795337
vetorial,nada,194,0.1,0.16666666666666666,0.15775183150183147,0.11344644736695528
vetorial,nada,195,0.0,0.0,0.03814333814333814,0.0
vetorial,nada,196,0.2,0.16666666666666666,0.09133468542337125,0.1665432339492334
vetorial,nada,197,0.2,0.6666666666666666,0.6324786324786325,0.6651640917528849
vetorial,nada,198,0.2,0.5,0.19593122394846532,0.3159614955354561
